idRule,agent,module,tier,confidence,rationale_text
27585,Formaldehyde,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Formaldehyde” for “In the last working week, which of the following reagents did you add to the rubber?”; and “Don't know” for “How was the area where you worked ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27586,Formaldehyde,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Formaldehyde” for “In the last working week, which of the following reagents did you add to the rubber?”; and “Don't know” for “How was the area where you worked ventilated?”; and “No” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27588,Cadmium,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Cadmium or cadmium compounds” for “In the last working week, which of the following reagents did you add to the rubber?”; and “Don't know” for “How was the area where you worked ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a metal used in some manufacturing such as batteries or coatings, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27589,Cadmium,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Cadmium or cadmium compounds” for “In the last working week, which of the following reagents did you add to the rubber?”; and “Don't know” for “How was the area where you worked ventilated?”; and “No” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a metal used in some manufacturing such as batteries or coatings, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27591,Lead,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Lead” for “In the last working week, which of the following reagents did you add to the rubber?”; and “Don't know” for “How was the area where you worked ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a metal used in some manufacturing, a recognised cause of serious effects on the nervous system, kidneys and reproductive health. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27592,Lead,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Lead” for “In the last working week, which of the following reagents did you add to the rubber?”; and “Don't know” for “How was the area where you worked ventilated?”; and “No” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a metal used in some manufacturing, a recognised cause of serious effects on the nervous system, kidneys and reproductive health. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27594,Lead,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you handle or come into contact with lead oxide?”; and “Don't know” for “How was the area where you worked ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a metal used in some manufacturing, a recognised cause of serious effects on the nervous system, kidneys and reproductive health. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27595,Lead,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you handle or come into contact with lead oxide?”; and “Don't know” for “How was the area where you worked ventilated?”; and “No” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a metal used in some manufacturing, a recognised cause of serious effects on the nervous system, kidneys and reproductive health. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27597,Chromium VI,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Yes” for “Did the pigments contain chromium?”; and “Don't know” for “How was the area where you worked ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27598,Chromium VI,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Yes” for “Did the pigments contain chromium?”; and “Don't know” for “How was the area where you worked ventilated?”; and “No” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a form of chromium used in some manufacturing such as plating or welding, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27600,Benzene,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you work in the area where off-gases, monomers, or solvents were recovered and purified so that they could be used again?”; and “Don't know” for “How was the area where you worked ventilated?”; and “Don't know” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27601,Benzene,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Yes” for “In the last working week, did you work in the area where off-gases, monomers, or solvents were recovered and purified so that they could be used again?”; and “Don't know” for “How was the area where you worked ventilated?”; and “No” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27613,Epichlorhydrin,RUBB_Rubber or plastic Industry,EST,medium,"Your answers indicate: “Rubber where epichlorohydrin was used” for “What kind of synthetic rubber or plastic/resins was made or processed where you worked in the last working week?”; and “Don't know” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a chemical used in some manufacturing such as epoxy resins, classified as a probable human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27614,Epichlorhydrin,RUBB_Rubber or plastic Industry,EST,medium,"Your answers indicate: “Rubber where epichlorohydrin was used” for “What kind of synthetic rubber or plastic/resins was made or processed where you worked in the last working week?”; and “No” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a chemical used in some manufacturing such as epoxy resins, classified as a probable human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27615,Formaldehyde,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Formaldehyde-urea, formaldehyde-phenol or melamine-formaldehyde resins” for “What kind of synthetic rubber or plastic/resins was made or processed where you worked in the last working week?”; and “Don't know” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27616,Formaldehyde,RUBB_Rubber or plastic Industry,EST,high,"Your answers indicate: “Formaldehyde-urea, formaldehyde-phenol or melamine-formaldehyde resins” for “What kind of synthetic rubber or plastic/resins was made or processed where you worked in the last working week?”; and “No” for “In the last working week, did you use respiratory protection when doing your job?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27639,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “No” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”; and “Don't know” for “How was the working area cleaned of dust?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27640,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “No” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”; and “The working area was not cleaned of dust” for “How was the working area cleaned of dust?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27641,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “No” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”; and “None of these” for “How was the working area cleaned of dust?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27643,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “Don't know” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”; and “Don't know” for “How was the working area cleaned of dust?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27644,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “Don't know” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”; and “The working area was not cleaned of dust” for “How was the working area cleaned of dust?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27645,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “Don't know” for “In the last working week, was water spray or water suppression used to reduce the amount of dust in your work area?”; and “None of these” for “How was the working area cleaned of dust?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27651,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “Yes” for “In the last working week, did you make or repair leather shoe heels or soles?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27652,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “Yes” for “In the last working week, did you make or repair leather shoe heels or soles?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27653,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “Yes” for “In the last working week, did you rough, scour, finish or cut the leather?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27654,Leather dust,SHOE_Shoes and leather goods,EST,medium,"Your answers indicate: “Yes” for “In the last working week, did you rough, scour, finish or cut the leather?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”. You may have been exposed to dust from leather processing, linked to an increased risk of nasal cancer in some studies. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27656,Trichloroethylene,SHOE_Shoes and leather goods,EST,high,"Your answers indicate: “Yes” for “Did you work in the finishing process during the last working week?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”; and “No ventilation was applied to the area” for “How was the area where you worked ventilated?”. You may have been exposed to a solvent used in some manufacturing such as degreasing, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27657,Trichloroethylene,SHOE_Shoes and leather goods,EST,high,"Your answers indicate: “Yes” for “Did you work in the finishing process during the last working week?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”; and “Don't know” for “How was the area where you worked ventilated?”. You may have been exposed to a solvent used in some manufacturing such as degreasing, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27659,Trichloroethylene,SHOE_Shoes and leather goods,EST,high,"Your answers indicate: “Yes” for “Did you work in the finishing process during the last working week?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”; and “No ventilation was applied to the area” for “How was the area where you worked ventilated?”. You may have been exposed to a solvent used in some manufacturing such as degreasing, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27660,Trichloroethylene,SHOE_Shoes and leather goods,EST,high,"Your answers indicate: “Yes” for “Did you work in the finishing process during the last working week?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”; and “Don't know” for “How was the area where you worked ventilated?”. You may have been exposed to a solvent used in some manufacturing such as degreasing, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27662,Formaldehyde,SHOE_Shoes and leather goods,EST,high,"Your answers indicate: “Yes” for “Did you mix rubber and other ingredients in the last working week?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”; and “No ventilation was applied to the area” for “How was the area where you worked ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27663,Formaldehyde,SHOE_Shoes and leather goods,EST,high,"Your answers indicate: “Yes” for “Did you mix rubber and other ingredients in the last working week?”; and “Don't know” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”; and “Don't know” for “How was the area where you worked ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27665,Formaldehyde,SHOE_Shoes and leather goods,EST,high,"Your answers indicate: “Yes” for “Did you mix rubber and other ingredients in the last working week?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”; and “No ventilation was applied to the area” for “How was the area where you worked ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27666,Formaldehyde,SHOE_Shoes and leather goods,EST,high,"Your answers indicate: “Yes” for “Did you mix rubber and other ingredients in the last working week?”; and “No” for “In the last working week, did you use respiratory protection when manufacturing or repairing footwear?”; and “Don't know” for “How was the area where you worked ventilated?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27678,Formaldehyde,TEAC_Teaching,EST,high,"Your answers indicate: “No ventilation was applied to the area” for “How was the area ventilated where you mixed chemicals?”; and “Formaldehyde/formalin” for “In the last working week, did you come in contact with any of the following film processing chemicals?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27679,Formaldehyde,TEAC_Teaching,EST,high,"Your answers indicate: “Don't know” for “How was the area ventilated where you mixed chemicals?”; and “Formaldehyde/formalin” for “In the last working week, did you come in contact with any of the following film processing chemicals?”. You may have been exposed to a chemical used in some manufacturing and building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27684,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Mineral oils” for “What types of oils did you apply to the wool?”; and “No ventilation was applied to the area” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “No” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27685,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Mineral oils” for “What types of oils did you apply to the wool?”; and “No ventilation was applied to the area” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “Don't know” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27686,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Mineral oils” for “What types of oils did you apply to the wool?”; and “Don't know” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “No” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27687,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Mineral oils” for “What types of oils did you apply to the wool?”; and “Don't know” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “Don't know” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27692,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Yes” for “In the last working week, were mineral oils applied to the fibres/yarn?”; and “No ventilation was applied to the area” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “No” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27693,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Yes” for “In the last working week, were mineral oils applied to the fibres/yarn?”; and “No ventilation was applied to the area” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “Don't know” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27694,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Yes” for “In the last working week, were mineral oils applied to the fibres/yarn?”; and “Don't know” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “No” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27695,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Yes” for “In the last working week, were mineral oils applied to the fibres/yarn?”; and “Don't know” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “Don't know” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27698,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Spraying” for “How was the mineral oil applied?”; and “No ventilation was applied to the area” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27699,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Spraying” for “How was the mineral oil applied?”; and “Don't know” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27700,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Spraying” for “How was the mineral oil applied?”; and “No” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27701,Mineral Oils,TEXT_Textiles,UNC,medium,"Your answers indicate: “Spraying” for “How was the mineral oil applied?”; and “Don't know” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to petroleum-based oils used in manufacturing; historically linked to skin cancer with prolonged untreated exposure, though modern refined oils carry lower risk and evidence varies by oil type. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27703,Benzene,TEXT_Textiles,EST,high,"Your answers indicate: “Solvent-based cleaners (e.g Petroleum distillates / hydrocarbon cleaners)” for “What chemicals did you use to clean the screens, rollers, or cylinders in the last working week?”; and “No ventilation was applied to the area” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “No” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27704,Benzene,TEXT_Textiles,EST,high,"Your answers indicate: “Solvent-based cleaners (e.g Petroleum distillates / hydrocarbon cleaners)” for “What chemicals did you use to clean the screens, rollers, or cylinders in the last working week?”; and “No ventilation was applied to the area” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “Don't know” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27706,Benzene,TEXT_Textiles,EST,high,"Your answers indicate: “Solvent-based cleaners (e.g Petroleum distillates / hydrocarbon cleaners)” for “What chemicals did you use to clean the screens, rollers, or cylinders in the last working week?”; and “Don't know” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “No” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27707,Benzene,TEXT_Textiles,EST,high,"Your answers indicate: “Solvent-based cleaners (e.g Petroleum distillates / hydrocarbon cleaners)” for “What chemicals did you use to clean the screens, rollers, or cylinders in the last working week?”; and “Don't know” for “How was the area ventilated while working in a factory that makes or processes fibres, fabric, yarn or thread?”; and “Don't know” for “In the last working week, did you use respiratory protection when you worked in a factory that made or processed fibres, fabric, yarn or thread?”. You may have been exposed to a solvent found in fuels and some industrial processes, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27708,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “No” for “In the last working week, did you wear respiratory protection when you loaded/unloaded asbestos-containing products?”; and “Friable (e.g., pipe lagging, insulation, or flaking off from a surface)” for “Were the waste asbestos materials you worked with friable or non-friable?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27709,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “No” for “In the last working week, did you wear respiratory protection when you loaded/unloaded asbestos-containing products?”; and “Don't know” for “Were the waste asbestos materials you worked with friable or non-friable?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27710,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “No” for “In the last working week, did you wear respiratory protection when you loaded/unloaded asbestos-containing products?”; and “Poor (where you could see loose fibres and dust)” for “In what condition was the non-friable asbestos material you worked with?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27711,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “No” for “In the last working week, did you wear respiratory protection when you loaded/unloaded asbestos-containing products?”; and “Don't know” for “In what condition was the non-friable asbestos material you worked with?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27712,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you wear respiratory protection when you loaded/unloaded asbestos-containing products?”; and “Friable (e.g., pipe lagging, insulation, or flaking off from a surface)” for “Were the waste asbestos materials you worked with friable or non-friable?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27713,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you wear respiratory protection when you loaded/unloaded asbestos-containing products?”; and “Don't know” for “Were the waste asbestos materials you worked with friable or non-friable?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27714,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you wear respiratory protection when you loaded/unloaded asbestos-containing products?”; and “Poor (where you could see loose fibres and dust)” for “In what condition was the non-friable asbestos material you worked with?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27715,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “Don't know” for “In the last working week, did you wear respiratory protection when you loaded/unloaded asbestos-containing products?”; and “Don't know” for “In what condition was the non-friable asbestos material you worked with?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27716,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “A filtering face piece mask or dust mask (called an FFP)” for “What types of respiratory protective equipment (RPE) did you use?”; and “Friable (e.g., pipe lagging, insulation, or flaking off from a surface)” for “Were the waste asbestos materials you worked with friable or non-friable?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27717,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “A filtering face piece mask or dust mask (called an FFP)” for “What types of respiratory protective equipment (RPE) did you use?”; and “Don't know” for “Were the waste asbestos materials you worked with friable or non-friable?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
27718,Asbestos,WAMA_Waste Management,EST,high,"Your answers indicate: “A filtering face piece mask or dust mask (called an FFP)” for “What types of respiratory protective equipment (RPE) did you use?”; and “Poor (where you could see loose fibres and dust)” for “In what condition was the non-friable asbestos material you worked with?”. You may have been exposed to a mineral fibre once widely used in building materials, classified as a known human carcinogen. Based on these answers, your exposure is likely to be above the exposure limit. This is an estimate, not a measurement at your workplace."
